collection_path,document_id,data
cars,2023-4Runner-TRD OFF-ROAD-TRD OFF-ROAD 4dr SUV 4WD (4.0L 6cyl 5A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": 5000.0, ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 27349.2, ""valves"": 24, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 20, ""curb_weight"": 4750.0, ""created"": ""2023-06-29T21:02:20-04:00"", ""drive_type"": ""four wheel drive"", ""msrp"": 37985, ""description"": ""TRD OFF-ROAD 4dr SUV 4WD (4.0L 6cyl 5A)"", ""trim_description"": ""TRD OFF-ROAD 4dr SUV 4WD (4.0L 6cyl 5A)"", ""length"": 191.3, ""submodel_id"": 70101, ""id"": 14913, ""trim_id"": 14913, ""wheel_base"": 109.8, ""seats"": 5, ""combined_mpg"": 18.0, ""doors"": 5, ""max_payload"": 1550.0, ""horsepower_rpm"": 5600, ""horsepower_hp"": 270, ""model_id"": 4841, ""year"": 2023, ""type"": ""SUV"", ""torque_rpm"": 4400.0, ""submodel"": ""TRD Off-Road"", ""cargo_capacity"": 47.2, ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""V6"", ""height"": 71.5, ""trim"": ""TRD OFF-ROAD"", ""torque_ft_lbs"": 278.0, ""epa_kwh_100_mi_electric"": """", ""size"": 4.0, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 17.0, ""invoice"": ""34946"", ""ground_clearance"": 9.6, ""range_city"": 391, ""range_highway"": 460, ""rear_track"": """", ""gross_weight"": 6300.0, ""hack-id"": ""2023-4Runner-TRD OFF-ROAD-TRD OFF-ROAD 4dr SUV 4WD (4.0L 6cyl 5A)"", ""engine_type"": ""gas"", ""width"": 75.8, ""model"": ""4Runner"", ""transmission"": ""5-speed shiftable automatic"", ""fuel_tank_capacity"": 23.0, ""expected_value_2027"": 19752.2, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": 89.7, ""modified"": ""2023-06-29T21:02:20-04:00""}"
cars,2023-4Runner-TRD PRO-TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": 5000.0, ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 31014.0, ""valves"": 24, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 20, ""curb_weight"": 4750.0, ""created"": ""2023-06-29T21:02:20-04:00"", ""drive_type"": ""four wheel drive"", ""msrp"": 43075, ""description"": ""TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A)"", ""trim_description"": ""TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A)"", ""length"": 191.3, ""submodel_id"": 70103, ""id"": 14915, ""trim_id"": 14915, ""wheel_base"": 109.8, ""seats"": 5, ""combined_mpg"": 18.0, ""doors"": 5, ""max_payload"": 1550.0, ""horsepower_rpm"": 5600, ""horsepower_hp"": 270, ""model_id"": 4841, ""year"": 2023, ""type"": ""SUV"", ""torque_rpm"": 4400.0, ""submodel"": ""TRD Pro"", ""cargo_capacity"": 47.2, ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""V6"", ""height"": 72.0, ""trim"": ""TRD PRO"", ""torque_ft_lbs"": 278.0, ""epa_kwh_100_mi_electric"": """", ""size"": 4.0, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 17.0, ""invoice"": ""39630"", ""ground_clearance"": 9.6, ""range_city"": 391, ""range_highway"": 460, ""rear_track"": """", ""gross_weight"": 6300.0, ""hack-id"": ""2023-4Runner-TRD PRO-TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A)"", ""engine_type"": ""gas"", ""width"": 75.8, ""model"": ""4Runner"", ""transmission"": ""5-speed shiftable automatic"", ""fuel_tank_capacity"": 23.0, ""expected_value_2027"": 22399.0, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": 89.7, ""modified"": ""2023-06-29T21:02:20-04:00""}"
cars,2023-Camry-L-L 4dr Sedan (2.5L 4cyl 8A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": """", ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 17024.4, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 41, ""curb_weight"": 3241.0, ""created"": ""2023-06-29T21:02:20-04:00"", ""drive_type"": ""front wheel drive"", ""msrp"": 23645, ""description"": ""L 4dr Sedan (2.5L 4cyl 8A)"", ""trim_description"": ""L 4dr Sedan (2.5L 4cyl 8A)"", ""length"": 192.1, ""submodel_id"": 70075, ""id"": 14926, ""trim_id"": 14926, ""wheel_base"": 111.2, ""seats"": 5, ""combined_mpg"": 34.0, ""doors"": 4, ""max_payload"": """", ""horsepower_rpm"": 6600, ""horsepower_hp"": 203, ""model_id"": 4779, ""year"": 2023, ""type"": ""Sedan"", ""torque_rpm"": 5000.0, ""submodel"": ""L"", ""cargo_capacity"": 14.1, ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 56.9, ""trim"": ""L"", ""torque_ft_lbs"": 184.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.5, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 29.0, ""invoice"": ""21635"", ""ground_clearance"": 5.7, ""range_city"": 421, ""range_highway"": 595, ""rear_track"": """", ""gross_weight"": """", ""hack-id"": ""2023-Camry-L-L 4dr Sedan (2.5L 4cyl 8A)"", ""engine_type"": ""gas"", ""width"": 72.4, ""model"": ""Camry"", ""transmission"": ""8-speed shiftable automatic"", ""fuel_tank_capacity"": 14.5, ""expected_value_2027"": 12295.4, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": 14.1, ""modified"": ""2023-06-29T21:02:20-04:00""}"
cars,2023-Camry-LE-LE 4dr Sedan (2.5L 4cyl 8A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": """", ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 17388.0, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 39, ""curb_weight"": 3296.0, ""created"": ""2023-06-29T21:02:20-04:00"", ""drive_type"": ""front wheel drive"", ""msrp"": 24150, ""description"": ""LE 4dr Sedan (2.5L 4cyl 8A)"", ""trim_description"": ""LE 4dr Sedan (2.5L 4cyl 8A)"", ""length"": 192.1, ""submodel_id"": 70076, ""id"": 14927, ""trim_id"": 14927, ""wheel_base"": 111.2, ""seats"": 5, ""combined_mpg"": 32.0, ""doors"": 4, ""max_payload"": """", ""horsepower_rpm"": 6600, ""horsepower_hp"": 203, ""model_id"": 4779, ""year"": 2023, ""type"": ""Sedan"", ""torque_rpm"": 5000.0, ""submodel"": ""LE"", ""cargo_capacity"": 15.1, ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 56.9, ""trim"": ""LE"", ""torque_ft_lbs"": 184.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.5, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 28.0, ""invoice"": ""22098"", ""ground_clearance"": 5.7, ""range_city"": 448, ""range_highway"": 624, ""rear_track"": """", ""gross_weight"": """", ""hack-id"": ""2023-Camry-LE-LE 4dr Sedan (2.5L 4cyl 8A)"", ""engine_type"": ""gas"", ""width"": 72.4, ""model"": ""Camry"", ""transmission"": ""8-speed shiftable automatic"", ""fuel_tank_capacity"": 16.0, ""expected_value_2027"": 12558.0, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:02:20-04:00""}"
cars,2023-Camry-LE-LE 4dr Sedan (2.5L 4cyl gaselectric hybrid CVT),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": """", ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 20124.0, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 53, ""curb_weight"": 3472.0, ""created"": ""2023-06-29T21:02:20-04:00"", ""drive_type"": ""front wheel drive"", ""msrp"": 27950, ""description"": ""LE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT)"", ""trim_description"": ""LE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT)"", ""length"": 192.1, ""submodel_id"": 70072, ""id"": 14933, ""trim_id"": 14933, ""wheel_base"": 111.2, ""seats"": 5, ""combined_mpg"": 52.0, ""doors"": 4, ""max_payload"": """", ""horsepower_rpm"": 5700, ""horsepower_hp"": 208, ""model_id"": 4779, ""year"": 2023, ""type"": ""Sedan"", ""torque_rpm"": """", ""submodel"": ""Hybrid LE"", ""cargo_capacity"": 15.1, ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 56.9, ""trim"": ""LE"", ""torque_ft_lbs"": """", ""epa_kwh_100_mi_electric"": """", ""size"": 2.5, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 51.0, ""invoice"": ""25715"", ""ground_clearance"": 5.7, ""range_city"": 663, ""range_highway"": 689, ""rear_track"": """", ""gross_weight"": """", ""hack-id"": ""2023-Camry-LE-LE 4dr Sedan (2.5L 4cyl gaselectric hybrid CVT)"", ""engine_type"": ""hybrid"", ""width"": 72.4, ""model"": ""Camry"", ""transmission"": ""continuously variable-speed automatic"", ""fuel_tank_capacity"": 13.0, ""expected_value_2027"": 14534.0, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:02:20-04:00""}"
cars,2023-Camry-SE-SE 4dr Sedan (2.5L 4cyl 8A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": """", ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 18252.0, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 39, ""curb_weight"": 3340.0, ""created"": ""2023-06-29T21:02:20-04:00"", ""drive_type"": ""front wheel drive"", ""msrp"": 25350, ""description"": ""SE 4dr Sedan (2.5L 4cyl 8A)"", ""trim_description"": ""SE 4dr Sedan (2.5L 4cyl 8A)"", ""length"": 192.7, ""submodel_id"": 70077, ""id"": 14928, ""trim_id"": 14928, ""wheel_base"": 111.2, ""seats"": 5, ""combined_mpg"": 32.0, ""doors"": 4, ""max_payload"": """", ""horsepower_rpm"": 6600, ""horsepower_hp"": 203, ""model_id"": 4779, ""year"": 2023, ""type"": ""Sedan"", ""torque_rpm"": 5000.0, ""submodel"": ""SE"", ""cargo_capacity"": 15.1, ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 56.9, ""trim"": ""SE"", ""torque_ft_lbs"": 184.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.5, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 28.0, ""invoice"": ""23069"", ""ground_clearance"": 5.7, ""range_city"": 448, ""range_highway"": 624, ""rear_track"": """", ""gross_weight"": """", ""hack-id"": ""2023-Camry-SE-SE 4dr Sedan (2.5L 4cyl 8A)"", ""engine_type"": ""gas"", ""width"": 72.4, ""model"": ""Camry"", ""transmission"": ""8-speed shiftable automatic"", ""fuel_tank_capacity"": 16.0, ""expected_value_2027"": 13182.0, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:02:20-04:00""}"
cars,2023-Camry-SE-SE 4dr Sedan (2.5L 4cyl gaselectric hybrid CVT),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": """", ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 21348.0, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 47, ""curb_weight"": 3549.0, ""created"": ""2023-06-29T21:02:20-04:00"", ""drive_type"": ""front wheel drive"", ""msrp"": 29650, ""description"": ""SE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT)"", ""trim_description"": ""SE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT)"", ""length"": 192.7, ""submodel_id"": 70073, ""id"": 14934, ""trim_id"": 14934, ""wheel_base"": 111.2, ""seats"": 5, ""combined_mpg"": 46.0, ""doors"": 4, ""max_payload"": """", ""horsepower_rpm"": 5700, ""horsepower_hp"": 208, ""model_id"": 4779, ""year"": 2023, ""type"": ""Sedan"", ""torque_rpm"": """", ""submodel"": ""Hybrid SE"", ""cargo_capacity"": 15.1, ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 56.9, ""trim"": ""SE"", ""torque_ft_lbs"": """", ""epa_kwh_100_mi_electric"": """", ""size"": 2.5, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 44.0, ""invoice"": ""27279"", ""ground_clearance"": 5.7, ""range_city"": 572, ""range_highway"": 611, ""rear_track"": """", ""gross_weight"": """", ""hack-id"": ""2023-Camry-SE-SE 4dr Sedan (2.5L 4cyl gaselectric hybrid CVT)"", ""engine_type"": ""hybrid"", ""width"": 72.4, ""model"": ""Camry"", ""transmission"": ""continuously variable-speed automatic"", ""fuel_tank_capacity"": 13.0, ""expected_value_2027"": 15418.0, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:02:20-04:00""}"
cars,2023-Camry-XLE-XLE 4dr Sedan (2.5L 4cyl 8A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": """", ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 20592.0, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 39, ""curb_weight"": 3351.0, ""created"": ""2023-06-29T21:02:20-04:00"", ""drive_type"": ""front wheel drive"", ""msrp"": 28600, ""description"": ""XLE 4dr Sedan (2.5L 4cyl 8A)"", ""trim_description"": ""XLE 4dr Sedan (2.5L 4cyl 8A)"", ""length"": 192.1, ""submodel_id"": 70078, ""id"": 14929, ""trim_id"": 14929, ""wheel_base"": 111.2, ""seats"": 5, ""combined_mpg"": 32.0, ""doors"": 4, ""max_payload"": """", ""horsepower_rpm"": 6600, ""horsepower_hp"": 203, ""model_id"": 4779, ""year"": 2023, ""type"": ""Sedan"", ""torque_rpm"": 5000.0, ""submodel"": ""XLE"", ""cargo_capacity"": 15.1, ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 56.9, ""trim"": ""XLE"", ""torque_ft_lbs"": 184.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.5, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 28.0, ""invoice"": ""26026"", ""ground_clearance"": 5.7, ""range_city"": 448, ""range_highway"": 624, ""rear_track"": """", ""gross_weight"": """", ""hack-id"": ""2023-Camry-XLE-XLE 4dr Sedan (2.5L 4cyl 8A)"", ""engine_type"": ""gas"", ""width"": 72.4, ""model"": ""Camry"", ""transmission"": ""8-speed shiftable automatic"", ""fuel_tank_capacity"": 16.0, ""expected_value_2027"": 14872.0, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:02:20-04:00""}"
cars,2023-Camry-XLE-XLE 4dr Sedan (2.5L 4cyl gaselectric hybrid CVT),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": """", ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 23328.0, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 47, ""curb_weight"": 3571.0, ""created"": ""2023-06-29T21:02:20-04:00"", ""drive_type"": ""front wheel drive"", ""msrp"": 32400, ""description"": ""XLE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT)"", ""trim_description"": ""XLE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT)"", ""length"": 192.1, ""submodel_id"": 70074, ""id"": 14935, ""trim_id"": 14935, ""wheel_base"": 111.2, ""seats"": 5, ""combined_mpg"": 46.0, ""doors"": 4, ""max_payload"": """", ""horsepower_rpm"": 5700, ""horsepower_hp"": 208, ""model_id"": 4779, ""year"": 2023, ""type"": ""Sedan"", ""torque_rpm"": """", ""submodel"": ""Hybrid XLE"", ""cargo_capacity"": 15.1, ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 56.9, ""trim"": ""XLE"", ""torque_ft_lbs"": """", ""epa_kwh_100_mi_electric"": """", ""size"": 2.5, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 44.0, ""invoice"": ""29808"", ""ground_clearance"": 5.7, ""range_city"": 572, ""range_highway"": 611, ""rear_track"": """", ""gross_weight"": """", ""hack-id"": ""2023-Camry-XLE-XLE 4dr Sedan (2.5L 4cyl gaselectric hybrid CVT)"", ""engine_type"": ""hybrid"", ""width"": 72.4, ""model"": ""Camry"", ""transmission"": ""continuously variable-speed automatic"", ""fuel_tank_capacity"": 13.0, ""expected_value_2027"": 16848.0, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:02:20-04:00""}"
cars,2023-Camry-XLE-XLE 4dr Sedan (3.5L 6cyl 8A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": """", ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 24876.0, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 39, ""curb_weight"": 3351.0, ""created"": ""2023-06-29T21:02:20-04:00"", ""drive_type"": ""front wheel drive"", ""msrp"": 34550, ""description"": ""XLE 4dr Sedan (3.5L 6cyl 8A)"", ""trim_description"": ""XLE 4dr Sedan (2.5L 4cyl 8A)"", ""length"": 192.1, ""submodel_id"": 70078, ""id"": 14929, ""trim_id"": 14929, ""wheel_base"": 111.2, ""seats"": 5, ""combined_mpg"": 32.0, ""doors"": 4, ""max_payload"": """", ""horsepower_rpm"": 6600, ""horsepower_hp"": 203, ""model_id"": 4779, ""year"": 2023, ""type"": ""Sedan"", ""torque_rpm"": 5000.0, ""submodel"": ""XLE"", ""cargo_capacity"": 15.1, ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 56.9, ""trim"": ""XLE"", ""torque_ft_lbs"": 184.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.5, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 28.0, ""invoice"": ""31441"", ""ground_clearance"": 5.7, ""range_city"": 448, ""range_highway"": 624, ""rear_track"": """", ""gross_weight"": """", ""hack-id"": ""2023-Camry-XLE-XLE 4dr Sedan (3.5L 6cyl 8A)"", ""engine_type"": ""gas"", ""width"": 72.4, ""model"": ""Camry"", ""transmission"": ""8-speed shiftable automatic"", ""fuel_tank_capacity"": 16.0, ""expected_value_2027"": 17966.0, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:02:20-04:00""}"
cars,2023-Camry-XSE-XSE 4dr Sedan (2.5L 4cyl 8A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": """", ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 20988.0, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 39, ""curb_weight"": 3395.0, ""created"": ""2023-06-29T21:02:20-04:00"", ""drive_type"": ""front wheel drive"", ""msrp"": 29150, ""description"": ""XSE 4dr Sedan (2.5L 4cyl 8A)"", ""trim_description"": ""XSE 4dr Sedan (2.5L 4cyl 8A)"", ""length"": 192.7, ""submodel_id"": 70079, ""id"": 14931, ""trim_id"": 14931, ""wheel_base"": 111.2, ""seats"": 5, ""combined_mpg"": 32.0, ""doors"": 4, ""max_payload"": """", ""horsepower_rpm"": 6600, ""horsepower_hp"": 206, ""model_id"": 4779, ""year"": 2023, ""type"": ""Sedan"", ""torque_rpm"": 5000.0, ""submodel"": ""XSE"", ""cargo_capacity"": 15.1, ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 56.9, ""trim"": ""XSE"", ""torque_ft_lbs"": 186.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.5, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 28.0, ""invoice"": ""26527"", ""ground_clearance"": 5.7, ""range_city"": 448, ""range_highway"": 624, ""rear_track"": """", ""gross_weight"": """", ""hack-id"": ""2023-Camry-XSE-XSE 4dr Sedan (2.5L 4cyl 8A)"", ""engine_type"": ""gas"", ""width"": 72.4, ""model"": ""Camry"", ""transmission"": ""8-speed shiftable automatic"", ""fuel_tank_capacity"": 16.0, ""expected_value_2027"": 15158.0, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:02:20-04:00""}"
cars,2023-Camry-XSE-XSE 4dr Sedan (3.5L 6cyl 8A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": """", ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 25272.0, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 39, ""curb_weight"": 3395.0, ""created"": ""2023-06-29T21:02:20-04:00"", ""drive_type"": ""front wheel drive"", ""msrp"": 35100, ""description"": ""XSE 4dr Sedan (3.5L 6cyl 8A)"", ""trim_description"": ""XSE 4dr Sedan (2.5L 4cyl 8A)"", ""length"": 192.7, ""submodel_id"": 70079, ""id"": 14931, ""trim_id"": 14931, ""wheel_base"": 111.2, ""seats"": 5, ""combined_mpg"": 32.0, ""doors"": 4, ""max_payload"": """", ""horsepower_rpm"": 6600, ""horsepower_hp"": 206, ""model_id"": 4779, ""year"": 2023, ""type"": ""Sedan"", ""torque_rpm"": 5000.0, ""submodel"": ""XSE"", ""cargo_capacity"": 15.1, ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 56.9, ""trim"": ""XSE"", ""torque_ft_lbs"": 186.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.5, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 28.0, ""invoice"": ""31942"", ""ground_clearance"": 5.7, ""range_city"": 448, ""range_highway"": 624, ""rear_track"": """", ""gross_weight"": """", ""hack-id"": ""2023-Camry-XSE-XSE 4dr Sedan (3.5L 6cyl 8A)"", ""engine_type"": ""gas"", ""width"": 72.4, ""model"": ""Camry"", ""transmission"": ""8-speed shiftable automatic"", ""fuel_tank_capacity"": 16.0, ""expected_value_2027"": 18252.0, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:02:20-04:00""}"
cars,2023-Corolla-L-L 4dr Sedan (1.8L 4cyl CVT),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": """", ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 13392.0, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 36, ""curb_weight"": 2840.0, ""created"": ""2023-06-29T21:02:20-04:00"", ""drive_type"": ""front wheel drive"", ""msrp"": 18600, ""description"": ""L 4dr Sedan (1.8L 4cyl CVT)"", ""trim_description"": ""L 4dr Sedan (1.8L 4cyl CVT)"", ""length"": 183.1, ""submodel_id"": 70080, ""id"": 14938, ""trim_id"": 14938, ""wheel_base"": 106.3, ""seats"": 5, ""combined_mpg"": 32.0, ""doors"": 4, ""max_payload"": """", ""horsepower_rpm"": 6000, ""horsepower_hp"": 132, ""model_id"": 3917, ""year"": 2023, ""type"": ""Sedan"", ""torque_rpm"": 4400.0, ""submodel"": ""L"", ""cargo_capacity"": 13.0, ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 57.3, ""trim"": ""L"", ""torque_ft_lbs"": 128.0, ""epa_kwh_100_mi_electric"": """", ""size"": 1.8, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 28.0, ""invoice"": ""17577"", ""ground_clearance"": 6.7, ""range_city"": 370, ""range_highway"": 475, ""rear_track"": """", ""gross_weight"": """", ""hack-id"": ""2023-Corolla-L-L 4dr Sedan (1.8L 4cyl CVT)"", ""engine_type"": ""gas"", ""width"": 69.9, ""model"": ""Corolla"", ""transmission"": ""continuously variable-speed automatic"", ""fuel_tank_capacity"": 13.2, ""expected_value_2027"": 9672.0, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:02:20-04:00""}"
