collection_path,document_id,data
cars,2021-Land Cruiser-Base-4dr SUV 4WD (5.7L 8cyl 8A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": 8100.0, ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 43589.0, ""valves"": 32, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 18, ""curb_weight"": 5815.0, ""created"": ""2023-06-29T21:04:44-04:00"", ""drive_type"": ""four wheel drive"", ""msrp"": 83825, ""description"": ""4dr SUV 4WD (5.7L 8cyl 8A)"", ""trim_description"": ""4dr SUV 4WD (5.7L 8cyl 8A)"", ""length"": 194.9, ""submodel_id"": 66842, ""id"": 20722, ""trim_id"": 20722, ""wheel_base"": 112.2, ""seats"": 8, ""combined_mpg"": 15.0, ""doors"": 5, ""max_payload"": 1320.0, ""horsepower_rpm"": 5600, ""horsepower_hp"": 381, ""model_id"": 3200, ""year"": 2021, ""type"": ""SUV"", ""torque_rpm"": 3600.0, ""submodel"": ""Base"", ""cargo_capacity"": 16.1, ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""V8"", ""height"": 74.0, ""trim"": ""Base"", ""torque_ft_lbs"": 401.0, ""epa_kwh_100_mi_electric"": """", ""size"": 5.7, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 13.0, ""invoice"": ""75024"", ""ground_clearance"": 9.1, ""range_city"": 320, ""range_highway"": 443, ""rear_track"": """", ""gross_weight"": 7385.0, ""hack-id"": ""2021-Land Cruiser-Base-4dr SUV 4WD (5.7L 8cyl 8A)"", ""engine_type"": ""gas"", ""width"": 77.9, ""model"": ""Land Cruiser"", ""transmission"": ""8-speed shiftable automatic"", ""fuel_tank_capacity"": 24.6, ""expected_value_2027"": 35835.1875, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": 81.7, ""modified"": ""2023-06-29T21:04:44-04:00""}"
cars,2021-Tacoma-Limited-Limited 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": 6500.0, ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 19853.6, ""valves"": 24, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 24, ""curb_weight"": 4230.0, ""created"": ""2023-06-29T21:04:44-04:00"", ""drive_type"": ""rear wheel drive"", ""msrp"": 38180, ""description"": ""Limited 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A)"", ""trim_description"": ""Limited 4dr Double Cab 5.0 ft. SB (3.5L 6cyl 6A)"", ""length"": 212.3, ""submodel_id"": 66873, ""id"": 20802, ""trim_id"": 20802, ""wheel_base"": 127.4, ""seats"": 5, ""combined_mpg"": 21.0, ""doors"": 4, ""max_payload"": 1120.0, ""horsepower_rpm"": 6000, ""horsepower_hp"": 278, ""model_id"": 5688, ""year"": 2021, ""type"": ""Truck (Double Cab)"", ""torque_rpm"": 4600.0, ""submodel"": ""Limited"", ""cargo_capacity"": """", ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""V6"", ""height"": 70.6, ""trim"": ""Limited"", ""torque_ft_lbs"": 265.0, ""epa_kwh_100_mi_electric"": """", ""size"": 3.5, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 19.0, ""invoice"": ""35371"", ""ground_clearance"": 9.4, ""range_city"": 401, ""range_highway"": 506, ""rear_track"": """", ""gross_weight"": 5600.0, ""hack-id"": ""2021-Tacoma-Limited-Limited 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A)"", ""engine_type"": ""gas"", ""width"": 74.4, ""model"": ""Tacoma"", ""transmission"": ""6-speed automatic"", ""fuel_tank_capacity"": 21.1, ""expected_value_2027"": 16321.95, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:04:44-04:00""}"
cars,2021-Tacoma-Limited-Limited 4dr Double Cab 5.0 ft. SB (3.5L 6cyl 6A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": 6500.0, ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 18254.6, ""valves"": 24, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 24, ""curb_weight"": 4230.0, ""created"": ""2023-06-29T21:04:44-04:00"", ""drive_type"": ""rear wheel drive"", ""msrp"": 35105, ""description"": ""Limited 4dr Double Cab 5.0 ft. SB (3.5L 6cyl 6A)"", ""trim_description"": ""Limited 4dr Double Cab 5.0 ft. SB (3.5L 6cyl 6A)"", ""length"": 212.3, ""submodel_id"": 66873, ""id"": 20802, ""trim_id"": 20802, ""wheel_base"": 127.4, ""seats"": 5, ""combined_mpg"": 21.0, ""doors"": 4, ""max_payload"": 1120.0, ""horsepower_rpm"": 6000, ""horsepower_hp"": 278, ""model_id"": 5688, ""year"": 2021, ""type"": ""Truck (Double Cab)"", ""torque_rpm"": 4600.0, ""submodel"": ""Limited"", ""cargo_capacity"": """", ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""V6"", ""height"": 70.6, ""trim"": ""Limited"", ""torque_ft_lbs"": 265.0, ""epa_kwh_100_mi_electric"": """", ""size"": 3.5, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 19.0, ""invoice"": ""32522"", ""ground_clearance"": 9.4, ""range_city"": 401, ""range_highway"": 506, ""rear_track"": """", ""gross_weight"": 5600.0, ""hack-id"": ""2021-Tacoma-Limited-Limited 4dr Double Cab 5.0 ft. SB (3.5L 6cyl 6A)"", ""engine_type"": ""gas"", ""width"": 74.4, ""model"": ""Tacoma"", ""transmission"": ""6-speed automatic"", ""fuel_tank_capacity"": 21.1, ""expected_value_2027"": 15007.3875, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:04:44-04:00""}"
cars,2021-Tacoma-SR-SR 4dr Access Cab 4WD 6.1 ft. SB (2.7L 4cyl 5M),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": 3500.0, ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 13096.2, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 23, ""curb_weight"": 3980.0, ""created"": ""2023-06-29T21:04:44-04:00"", ""drive_type"": ""rear wheel drive"", ""msrp"": 25185, ""description"": ""SR 4dr Access Cab 4WD 6.1 ft. SB (2.7L 4cyl 5M)"", ""trim_description"": ""SR 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A)"", ""length"": 212.3, ""submodel_id"": 66874, ""id"": 20775, ""trim_id"": 20775, ""wheel_base"": 127.4, ""seats"": 4, ""combined_mpg"": 21.0, ""doors"": 4, ""max_payload"": 1620.0, ""horsepower_rpm"": 5200, ""horsepower_hp"": 159, ""model_id"": 5688, ""year"": 2021, ""type"": ""Truck (Access Cab)"", ""torque_rpm"": 3800.0, ""submodel"": ""SR"", ""cargo_capacity"": """", ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 70.6, ""trim"": ""SR"", ""torque_ft_lbs"": 180.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.7, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 19.0, ""invoice"": ""23612"", ""ground_clearance"": 9.4, ""range_city"": 401, ""range_highway"": 485, ""rear_track"": """", ""gross_weight"": 5600.0, ""hack-id"": ""2021-Tacoma-SR-SR 4dr Access Cab 4WD 6.1 ft. SB (2.7L 4cyl 5M)"", ""engine_type"": ""gas"", ""width"": 74.4, ""model"": ""Tacoma"", ""transmission"": ""6-speed automatic"", ""fuel_tank_capacity"": 21.1, ""expected_value_2027"": 10766.5875, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:04:44-04:00""}"
cars,2021-Tacoma-SR-SR 4dr Access Cab 4WD 6.1 ft. SB (2.7L 4cyl 6A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": 3500.0, ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 13902.2, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 23, ""curb_weight"": 3980.0, ""created"": ""2023-06-29T21:04:44-04:00"", ""drive_type"": ""rear wheel drive"", ""msrp"": 26735, ""description"": ""SR 4dr Access Cab 4WD 6.1 ft. SB (2.7L 4cyl 6A)"", ""trim_description"": ""SR 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A)"", ""length"": 212.3, ""submodel_id"": 66874, ""id"": 20775, ""trim_id"": 20775, ""wheel_base"": 127.4, ""seats"": 4, ""combined_mpg"": 21.0, ""doors"": 4, ""max_payload"": 1620.0, ""horsepower_rpm"": 5200, ""horsepower_hp"": 159, ""model_id"": 5688, ""year"": 2021, ""type"": ""Truck (Access Cab)"", ""torque_rpm"": 3800.0, ""submodel"": ""SR"", ""cargo_capacity"": """", ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 70.6, ""trim"": ""SR"", ""torque_ft_lbs"": 180.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.7, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 19.0, ""invoice"": ""25064"", ""ground_clearance"": 9.4, ""range_city"": 401, ""range_highway"": 485, ""rear_track"": """", ""gross_weight"": 5600.0, ""hack-id"": ""2021-Tacoma-SR-SR 4dr Access Cab 4WD 6.1 ft. SB (2.7L 4cyl 6A)"", ""engine_type"": ""gas"", ""width"": 74.4, ""model"": ""Tacoma"", ""transmission"": ""6-speed automatic"", ""fuel_tank_capacity"": 21.1, ""expected_value_2027"": 11429.2125, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:04:44-04:00""}"
cars,2021-Tacoma-SR-SR 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": 3500.0, ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 12303.2, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 23, ""curb_weight"": 3980.0, ""created"": ""2023-06-29T21:04:44-04:00"", ""drive_type"": ""rear wheel drive"", ""msrp"": 23660, ""description"": ""SR 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A)"", ""trim_description"": ""SR 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A)"", ""length"": 212.3, ""submodel_id"": 66874, ""id"": 20775, ""trim_id"": 20775, ""wheel_base"": 127.4, ""seats"": 4, ""combined_mpg"": 21.0, ""doors"": 4, ""max_payload"": 1620.0, ""horsepower_rpm"": 5200, ""horsepower_hp"": 159, ""model_id"": 5688, ""year"": 2021, ""type"": ""Truck (Access Cab)"", ""torque_rpm"": 3800.0, ""submodel"": ""SR"", ""cargo_capacity"": """", ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 70.6, ""trim"": ""SR"", ""torque_ft_lbs"": 180.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.7, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 19.0, ""invoice"": ""22181"", ""ground_clearance"": 9.4, ""range_city"": 401, ""range_highway"": 485, ""rear_track"": """", ""gross_weight"": 5600.0, ""hack-id"": ""2021-Tacoma-SR-SR 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A)"", ""engine_type"": ""gas"", ""width"": 74.4, ""model"": ""Tacoma"", ""transmission"": ""6-speed automatic"", ""fuel_tank_capacity"": 21.1, ""expected_value_2027"": 10114.65, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:04:44-04:00""}"
cars,2021-Tacoma-SR-SR 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": 3500.0, ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 15223.0, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 23, ""curb_weight"": 3980.0, ""created"": ""2023-06-29T21:04:44-04:00"", ""drive_type"": ""rear wheel drive"", ""msrp"": 29275, ""description"": ""SR 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A)"", ""trim_description"": ""SR 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A)"", ""length"": 212.3, ""submodel_id"": 66874, ""id"": 20775, ""trim_id"": 20775, ""wheel_base"": 127.4, ""seats"": 4, ""combined_mpg"": 21.0, ""doors"": 4, ""max_payload"": 1620.0, ""horsepower_rpm"": 5200, ""horsepower_hp"": 159, ""model_id"": 5688, ""year"": 2021, ""type"": ""Truck (Access Cab)"", ""torque_rpm"": 3800.0, ""submodel"": ""SR"", ""cargo_capacity"": """", ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 70.6, ""trim"": ""SR"", ""torque_ft_lbs"": 180.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.7, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 19.0, ""invoice"": ""27121"", ""ground_clearance"": 9.4, ""range_city"": 401, ""range_highway"": 485, ""rear_track"": """", ""gross_weight"": 5600.0, ""hack-id"": ""2021-Tacoma-SR-SR 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A)"", ""engine_type"": ""gas"", ""width"": 74.4, ""model"": ""Tacoma"", ""transmission"": ""6-speed automatic"", ""fuel_tank_capacity"": 21.1, ""expected_value_2027"": 12515.0625, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:04:44-04:00""}"
cars,2021-Tacoma-SR-SR 4dr Double Cab 5.0 ft. SB (2.7L 4cyl 6A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": 3500.0, ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 12734.8, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 23, ""curb_weight"": 3980.0, ""created"": ""2023-06-29T21:04:44-04:00"", ""drive_type"": ""rear wheel drive"", ""msrp"": 24490, ""description"": ""SR 4dr Double Cab 5.0 ft. SB (2.7L 4cyl 6A)"", ""trim_description"": ""SR 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A)"", ""length"": 212.3, ""submodel_id"": 66874, ""id"": 20775, ""trim_id"": 20775, ""wheel_base"": 127.4, ""seats"": 4, ""combined_mpg"": 21.0, ""doors"": 4, ""max_payload"": 1620.0, ""horsepower_rpm"": 5200, ""horsepower_hp"": 159, ""model_id"": 5688, ""year"": 2021, ""type"": ""Truck (Access Cab)"", ""torque_rpm"": 3800.0, ""submodel"": ""SR"", ""cargo_capacity"": """", ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 70.6, ""trim"": ""SR"", ""torque_ft_lbs"": 180.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.7, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 19.0, ""invoice"": ""22687"", ""ground_clearance"": 9.4, ""range_city"": 401, ""range_highway"": 485, ""rear_track"": """", ""gross_weight"": 5600.0, ""hack-id"": ""2021-Tacoma-SR-SR 4dr Double Cab 5.0 ft. SB (2.7L 4cyl 6A)"", ""engine_type"": ""gas"", ""width"": 74.4, ""model"": ""Tacoma"", ""transmission"": ""6-speed automatic"", ""fuel_tank_capacity"": 21.1, ""expected_value_2027"": 10469.475, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:04:44-04:00""}"
cars,2021-Tacoma-SR5-SR5 4dr Access Cab 4WD 6.1 ft. SB (2.7L 4cyl 6A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": 3500.0, ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 14986.4, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 23, ""curb_weight"": 3980.0, ""created"": ""2023-06-29T21:04:44-04:00"", ""drive_type"": ""rear wheel drive"", ""msrp"": 28820, ""description"": ""SR5 4dr Access Cab 4WD 6.1 ft. SB (2.7L 4cyl 6A)"", ""trim_description"": ""SR5 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A)"", ""length"": 212.3, ""submodel_id"": 66875, ""id"": 20778, ""trim_id"": 20778, ""wheel_base"": 127.4, ""seats"": 4, ""combined_mpg"": 21.0, ""doors"": 4, ""max_payload"": 1620.0, ""horsepower_rpm"": 5200, ""horsepower_hp"": 159, ""model_id"": 5688, ""year"": 2021, ""type"": ""Truck (Access Cab)"", ""torque_rpm"": 3800.0, ""submodel"": ""SR5"", ""cargo_capacity"": """", ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 70.6, ""trim"": ""SR5"", ""torque_ft_lbs"": 180.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.7, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 19.0, ""invoice"": ""27017"", ""ground_clearance"": 9.4, ""range_city"": 401, ""range_highway"": 485, ""rear_track"": """", ""gross_weight"": 5600.0, ""hack-id"": ""2021-Tacoma-SR5-SR5 4dr Access Cab 4WD 6.1 ft. SB (2.7L 4cyl 6A)"", ""engine_type"": ""gas"", ""width"": 74.4, ""model"": ""Tacoma"", ""transmission"": ""6-speed automatic"", ""fuel_tank_capacity"": 21.1, ""expected_value_2027"": 12320.55, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:04:44-04:00""}"
cars,2021-Tacoma-SR5-SR5 4dr Access Cab 4WD 6.1 ft. SB (3.5L 6cyl 6A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": 3500.0, ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 15875.6, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 23, ""curb_weight"": 3980.0, ""created"": ""2023-06-29T21:04:44-04:00"", ""drive_type"": ""rear wheel drive"", ""msrp"": 30530, ""description"": ""SR5 4dr Access Cab 4WD 6.1 ft. SB (3.5L 6cyl 6A)"", ""trim_description"": ""SR5 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A)"", ""length"": 212.3, ""submodel_id"": 66875, ""id"": 20778, ""trim_id"": 20778, ""wheel_base"": 127.4, ""seats"": 4, ""combined_mpg"": 21.0, ""doors"": 4, ""max_payload"": 1620.0, ""horsepower_rpm"": 5200, ""horsepower_hp"": 159, ""model_id"": 5688, ""year"": 2021, ""type"": ""Truck (Access Cab)"", ""torque_rpm"": 3800.0, ""submodel"": ""SR5"", ""cargo_capacity"": """", ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 70.6, ""trim"": ""SR5"", ""torque_ft_lbs"": 180.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.7, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 19.0, ""invoice"": ""28622"", ""ground_clearance"": 9.4, ""range_city"": 401, ""range_highway"": 485, ""rear_track"": """", ""gross_weight"": 5600.0, ""hack-id"": ""2021-Tacoma-SR5-SR5 4dr Access Cab 4WD 6.1 ft. SB (3.5L 6cyl 6A)"", ""engine_type"": ""gas"", ""width"": 74.4, ""model"": ""Tacoma"", ""transmission"": ""6-speed automatic"", ""fuel_tank_capacity"": 21.1, ""expected_value_2027"": 13051.575, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:04:44-04:00""}"
cars,2021-Tacoma-SR5-SR5 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": 3500.0, ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 13387.4, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 23, ""curb_weight"": 3980.0, ""created"": ""2023-06-29T21:04:44-04:00"", ""drive_type"": ""rear wheel drive"", ""msrp"": 25745, ""description"": ""SR5 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A)"", ""trim_description"": ""SR5 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A)"", ""length"": 212.3, ""submodel_id"": 66875, ""id"": 20778, ""trim_id"": 20778, ""wheel_base"": 127.4, ""seats"": 4, ""combined_mpg"": 21.0, ""doors"": 4, ""max_payload"": 1620.0, ""horsepower_rpm"": 5200, ""horsepower_hp"": 159, ""model_id"": 5688, ""year"": 2021, ""type"": ""Truck (Access Cab)"", ""torque_rpm"": 3800.0, ""submodel"": ""SR5"", ""cargo_capacity"": """", ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 70.6, ""trim"": ""SR5"", ""torque_ft_lbs"": 180.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.7, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 19.0, ""invoice"": ""24135"", ""ground_clearance"": 9.4, ""range_city"": 401, ""range_highway"": 485, ""rear_track"": """", ""gross_weight"": 5600.0, ""hack-id"": ""2021-Tacoma-SR5-SR5 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A)"", ""engine_type"": ""gas"", ""width"": 74.4, ""model"": ""Tacoma"", ""transmission"": ""6-speed automatic"", ""fuel_tank_capacity"": 21.1, ""expected_value_2027"": 11005.9875, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:04:44-04:00""}"
cars,2021-Tacoma-SR5-SR5 4dr Access Cab 6.1 ft. SB (3.5L 6cyl 6A),"{""epa_city_mpg_electric"": """", ""max_towing_capacity"": 3500.0, ""fuel_type"": ""regular unleaded"", ""range_electric"": """", ""make"": ""Toyota"", ""estimated_current_cost"": 14224.6, ""valves"": 16, ""series"": """", ""valve_timing"": ""Variable"", ""front_track"": """", ""battery_capacity_electric"": """", ""make_id"": 22, ""cam_type"": ""Double overhead cam (DOHC)"", ""epa_highway_mpg"": 23, ""curb_weight"": 3980.0, ""created"": ""2023-06-29T21:04:44-04:00"", ""drive_type"": ""rear wheel drive"", ""msrp"": 27355, ""description"": ""SR5 4dr Access Cab 6.1 ft. SB (3.5L 6cyl 6A)"", ""trim_description"": ""SR5 4dr Access Cab 6.1 ft. SB (2.7L 4cyl 6A)"", ""length"": 212.3, ""submodel_id"": 66875, ""id"": 20778, ""trim_id"": 20778, ""wheel_base"": 127.4, ""seats"": 4, ""combined_mpg"": 21.0, ""doors"": 4, ""max_payload"": 1620.0, ""horsepower_rpm"": 5200, ""horsepower_hp"": 159, ""model_id"": 5688, ""year"": 2021, ""type"": ""Truck (Access Cab)"", ""torque_rpm"": 3800.0, ""submodel"": ""SR5"", ""cargo_capacity"": """", ""epa_combined_mpg_electric"": """", ""img_path"": """", ""cylinders"": ""I4"", ""height"": 70.6, ""trim"": ""SR5"", ""torque_ft_lbs"": 180.0, ""epa_kwh_100_mi_electric"": """", ""size"": 2.7, ""epa_time_to_charge_hr_240v_electric"": """", ""epa_city_mpg"": 19.0, ""invoice"": ""25645"", ""ground_clearance"": 9.4, ""range_city"": 401, ""range_highway"": 485, ""rear_track"": """", ""gross_weight"": 5600.0, ""hack-id"": ""2021-Tacoma-SR5-SR5 4dr Access Cab 6.1 ft. SB (3.5L 6cyl 6A)"", ""engine_type"": ""gas"", ""width"": 74.4, ""model"": ""Tacoma"", ""transmission"": ""6-speed automatic"", ""fuel_tank_capacity"": 21.1, ""expected_value_2027"": 11694.2625, ""epa_highway_mpg_electric"": """", ""max_cargo_capacity"": """", ""modified"": ""2023-06-29T21:04:44-04:00""}"
