hack-id,id,make_id,model_id,submodel_id,year,make,model,series,submodel,trim,description,msrp,invoice,created,modified,trim_id,trim_description,type,doors,length,width,seats,height,wheel_base,front_track,rear_track,ground_clearance,cargo_capacity,max_cargo_capacity,curb_weight,gross_weight,max_payload,max_towing_capacity,engine_type,fuel_type,cylinders,size,horsepower_hp,horsepower_rpm,torque_ft_lbs,torque_rpm,valves,valve_timing,cam_type,drive_type,transmission,fuel_tank_capacity,combined_mpg,epa_city_mpg,epa_highway_mpg,range_city,range_highway,battery_capacity_electric,epa_time_to_charge_hr_240v_electric,epa_kwh_100_mi_electric,range_electric,epa_highway_mpg_electric,epa_city_mpg_electric,epa_combined_mpg_electric
2015-4Runner-Limited-Limited 4dr SUV (4.0L 6cyl 5A),23506,22,4841,65292,2015,Toyota,4Runner,,Limited,Limited,Limited 4dr SUV (4.0L 6cyl 5A),41585,38259,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23506,Limited 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,46.3,88.8,4525.0,6100.0,1575.0,4700.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,19,17,22,391,506,,,,,,,
2015-4Runner-Limited-Limited 4dr SUV 4WD (4.0L 6cyl 5A),23506,22,4841,65292,2015,Toyota,4Runner,,Limited,Limited,Limited 4dr SUV 4WD (4.0L 6cyl 5A),43620,40129,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23506,Limited 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,46.3,88.8,4525.0,6100.0,1575.0,4700.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,19,17,22,391,506,,,,,,,
2015-4Runner-SR5-SR5 4dr SUV (4.0L 6cyl 5A),23500,22,4841,65293,2015,Toyota,4Runner,,SR5,SR5,SR5 4dr SUV (4.0L 6cyl 5A),33210,30553,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23500,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,4700.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,19,17,22,391,506,,,,,,,
2015-4Runner-SR5-SR5 4dr SUV 4WD (4.0L 6cyl 5A),23500,22,4841,65293,2015,Toyota,4Runner,,SR5,SR5,SR5 4dr SUV 4WD (4.0L 6cyl 5A),35085,32279,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23500,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,4700.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,19,17,22,391,506,,,,,,,
2015-4Runner-SR5 Premium-SR5 Premium 4dr SUV (4.0L 6cyl 5A),23500,22,4841,65293,2015,Toyota,4Runner,,SR5,SR5,SR5 Premium 4dr SUV (4.0L 6cyl 5A),35950,33074,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23500,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,4700.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,19,17,22,391,506,,,,,,,
2015-4Runner-SR5 Premium-SR5 Premium 4dr SUV 4WD (4.0L 6cyl 5A),23500,22,4841,65293,2015,Toyota,4Runner,,SR5,SR5,SR5 Premium 4dr SUV 4WD (4.0L 6cyl 5A),37825,34799,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23500,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,4700.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,19,17,22,391,506,,,,,,,
2015-4Runner-Trail-Trail 4dr SUV 4WD (4.0L 6cyl 5A),23504,22,4841,65294,2015,Toyota,4Runner,,TRAIL,Trail,Trail 4dr SUV 4WD (4.0L 6cyl 5A),36115,33225,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23504,Trail 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,71.5,109.8,,,9.6,46.3,88.8,4750.0,6300.0,1550.0,4700.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2015-4Runner-Trail Premium-Trail Premium 4dr SUV 4WD (4.0L 6cyl 5A),23504,22,4841,65294,2015,Toyota,4Runner,,TRAIL,Trail,Trail Premium 4dr SUV 4WD (4.0L 6cyl 5A),38855,35746,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23504,Trail 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,71.5,109.8,,,9.6,46.3,88.8,4750.0,6300.0,1550.0,4700.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2015-4Runner-TRD PRO-TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),23508,22,4841,65295,2015,Toyota,4Runner,,TRD Pro,TRD PRO,TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),41310,38004,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23508,TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,,109.8,,,,47.2,89.7,,,,4700.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2016-4Runner-Limited-Limited 4dr SUV (4.0L 6cyl 5A),20675,22,4841,66852,2016,Toyota,4Runner,,Limited,Limited,Limited 4dr SUV (4.0L 6cyl 5A),42325,38939,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20675,Limited 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,46.3,88.8,4525.0,6100.0,1575.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,19,17,22,391,506,,,,,,,
2016-4Runner-Limited-Limited 4dr SUV 4WD (4.0L 6cyl 5A),20675,22,4841,66852,2016,Toyota,4Runner,,Limited,Limited,Limited 4dr SUV 4WD (4.0L 6cyl 5A),44360,40810,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20675,Limited 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,46.3,88.8,4525.0,6100.0,1575.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,19,17,22,391,506,,,,,,,
2016-4Runner-SR5-SR5 4dr SUV (4.0L 6cyl 5A),20669,22,4841,66853,2016,Toyota,4Runner,,SR5,SR5,SR5 4dr SUV (4.0L 6cyl 5A),34010,31289,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20669,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,19,17,22,391,506,,,,,,,
2016-4Runner-SR5-SR5 4dr SUV 4WD (4.0L 6cyl 5A),20669,22,4841,66853,2016,Toyota,4Runner,,SR5,SR5,SR5 4dr SUV 4WD (4.0L 6cyl 5A),35885,33014,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20669,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,19,17,22,391,506,,,,,,,
2016-4Runner-SR5 Premium-SR5 Premium 4dr SUV (4.0L 6cyl 5A),20669,22,4841,66853,2016,Toyota,4Runner,,SR5,SR5,SR5 Premium 4dr SUV (4.0L 6cyl 5A),36690,33754,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20669,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,19,17,22,391,506,,,,,,,
2016-4Runner-SR5 Premium-SR5 Premium 4dr SUV 4WD (4.0L 6cyl 5A),20669,22,4841,66853,2016,Toyota,4Runner,,SR5,SR5,SR5 Premium 4dr SUV 4WD (4.0L 6cyl 5A),38565,35479,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20669,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,19,17,22,391,506,,,,,,,
2016-4Runner-Trail-Trail 4dr SUV 4WD (4.0L 6cyl 5A),20673,22,4841,66854,2016,Toyota,4Runner,,TRAIL,Trail,Trail 4dr SUV 4WD (4.0L 6cyl 5A),36915,33962,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20673,Trail 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,71.5,109.8,,,9.6,46.3,88.8,4750.0,6300.0,1550.0,4900.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2016-4Runner-Trail Premium-Trail Premium 4dr SUV 4WD (4.0L 6cyl 5A),20673,22,4841,66854,2016,Toyota,4Runner,,TRAIL,Trail,Trail Premium 4dr SUV 4WD (4.0L 6cyl 5A),39595,36427,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20673,Trail 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,71.5,109.8,,,9.6,46.3,88.8,4750.0,6300.0,1550.0,4900.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2016-4Runner-TRD PRO-TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),20677,22,4841,66855,2016,Toyota,4Runner,,TRD Pro,TRD PRO,TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),41850,38502,2023-06-29T21:04:44-04:00,2023-06-29T21:04:44-04:00,20677,TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,71.5,109.8,,,9.6,46.3,88.8,4750.0,6300.0,1550.0,4900.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2017-4Runner-Limited-Limited 4dr SUV (4.0L 6cyl 5A),17886,22,4841,68448,2017,Toyota,4Runner,,Limited,Limited,Limited 4dr SUV (4.0L 6cyl 5A),42525,39123,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17886,Limited 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4525.0,6100.0,1575.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2017-4Runner-Limited-Limited 4dr SUV 4WD (4.0L 6cyl 5A),17886,22,4841,68448,2017,Toyota,4Runner,,Limited,Limited,Limited 4dr SUV 4WD (4.0L 6cyl 5A),44560,40994,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17886,Limited 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4525.0,6100.0,1575.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2017-4Runner-SR5-SR5 4dr SUV (4.0L 6cyl 5A),17879,22,4841,68449,2017,Toyota,4Runner,,SR5,SR5,SR5 4dr SUV (4.0L 6cyl 5A),34210,31473,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17879,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2017-4Runner-SR5-SR5 4dr SUV 4WD (4.0L 6cyl 5A),17879,22,4841,68449,2017,Toyota,4Runner,,SR5,SR5,SR5 4dr SUV 4WD (4.0L 6cyl 5A),36085,33198,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17879,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2017-4Runner-SR5 Premium-SR5 Premium 4dr SUV (4.0L 6cyl 5A),17879,22,4841,68449,2017,Toyota,4Runner,,SR5,SR5,SR5 Premium 4dr SUV (4.0L 6cyl 5A),36040,33157,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17879,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2017-4Runner-SR5 Premium-SR5 Premium 4dr SUV 4WD (4.0L 6cyl 5A),17879,22,4841,68449,2017,Toyota,4Runner,,SR5,SR5,SR5 Premium 4dr SUV 4WD (4.0L 6cyl 5A),37915,34882,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17879,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2017-4Runner-TRD OFF-ROAD-TRD OFF-ROAD 4dr SUV 4WD (4.0L 6cyl 5A),17883,22,4841,68450,2017,Toyota,4Runner,,TRD Off-Road,TRD OFF-ROAD,TRD OFF-ROAD 4dr SUV 4WD (4.0L 6cyl 5A),37335,34348,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17883,TRD OFF-ROAD 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,71.5,109.8,,,9.6,47.2,89.7,4750.0,6300.0,1550.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,20,391,460,,,,,,,
2017-4Runner-TRD OFF-ROAD Premium-TRD OFF-ROAD Premium 4dr SUV 4WD (4.0L 6cyl 5A),17883,22,4841,68450,2017,Toyota,4Runner,,TRD Off-Road,TRD OFF-ROAD,TRD OFF-ROAD Premium 4dr SUV 4WD (4.0L 6cyl 5A),39295,36150,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17883,TRD OFF-ROAD 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,71.5,109.8,,,9.6,47.2,89.7,4750.0,6300.0,1550.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,20,391,460,,,,,,,
2017-4Runner-TRD PRO-TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),17885,22,4841,68451,2017,Toyota,4Runner,,TRD Pro,TRD PRO,TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),42400,39009,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17885,TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,72.0,109.8,,,9.6,47.2,89.7,4750.0,6300.0,1550.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,20,391,460,,,,,,,
2018-4Runner-Limited-Limited 4dr SUV (4.0L 6cyl 5A),14916,22,4841,70098,2018,Toyota,4Runner,,Limited,Limited,Limited 4dr SUV (4.0L 6cyl 5A),43125,39675,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14916,Limited 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4525.0,6100.0,1575.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2018-4Runner-Limited-Limited 4dr SUV 4WD (4.0L 6cyl 5A),14916,22,4841,70098,2018,Toyota,4Runner,,Limited,Limited,Limited 4dr SUV 4WD (4.0L 6cyl 5A),45160,41546,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14916,Limited 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4525.0,6100.0,1575.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2018-4Runner-SR5-SR5 4dr SUV (4.0L 6cyl 5A),14909,22,4841,70099,2018,Toyota,4Runner,,SR5,SR5,SR5 4dr SUV (4.0L 6cyl 5A),34810,32025,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14909,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2018-4Runner-SR5-SR5 4dr SUV 4WD (4.0L 6cyl 5A),14909,22,4841,70099,2018,Toyota,4Runner,,SR5,SR5,SR5 4dr SUV 4WD (4.0L 6cyl 5A),36685,33750,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14909,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2018-4Runner-SR5 Premium-SR5 Premium 4dr SUV (4.0L 6cyl 5A),14911,22,4841,70100,2018,Toyota,4Runner,,SR5 Premium,SR5 Premium,SR5 Premium 4dr SUV (4.0L 6cyl 5A),36640,33709,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14911,SR5 Premium 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2018-4Runner-SR5 Premium-SR5 Premium 4dr SUV 4WD (4.0L 6cyl 5A),14911,22,4841,70100,2018,Toyota,4Runner,,SR5 Premium,SR5 Premium,SR5 Premium 4dr SUV 4WD (4.0L 6cyl 5A),38515,35434,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14911,SR5 Premium 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2018-4Runner-TRD OFF-ROAD-TRD OFF-ROAD 4dr SUV 4WD (4.0L 6cyl 5A),14913,22,4841,70101,2018,Toyota,4Runner,,TRD Off-Road,TRD OFF-ROAD,TRD OFF-ROAD 4dr SUV 4WD (4.0L 6cyl 5A),37985,34946,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14913,TRD OFF-ROAD 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,71.5,109.8,,,9.6,47.2,89.7,4750.0,6300.0,1550.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,20,391,460,,,,,,,
2018-4Runner-TRD OFF-ROAD Premium-TRD OFF-ROAD Premium 4dr SUV 4WD (4.0L 6cyl 5A),14914,22,4841,70102,2018,Toyota,4Runner,,TRD Off-Road Premium,TRD OFF-ROAD Premium,TRD OFF-ROAD Premium 4dr SUV 4WD (4.0L 6cyl 5A),39895,36702,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14914,TRD OFF-ROAD Premium 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,71.5,109.8,,,9.6,47.2,89.7,4750.0,6300.0,1550.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,20,391,460,,,,,,,
2018-4Runner-TRD PRO-TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),14915,22,4841,70103,2018,Toyota,4Runner,,TRD Pro,TRD PRO,TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),43075,39630,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14915,TRD PRO 4dr SUV 4WD (4.0L 6cyl 5A),SUV,5,191.3,75.8,5,72.0,109.8,,,9.6,47.2,89.7,4750.0,6300.0,1550.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),four wheel drive,5-speed shiftable automatic,23.0,18,17,20,391,460,,,,,,,
2019-4Runner-Limited-Limited 4dr SUV (4.0L 6cyl 5A),11845,22,4841,71809,2019,Toyota,4Runner,,Limited,Limited,Limited 4dr SUV (4.0L 6cyl 5A),43625,40134,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11845,Limited 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4525.0,6100.0,1575.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2019-4Runner-Limited-Limited 4dr SUV 4WD (4.0L 6cyl 5A),11845,22,4841,71809,2019,Toyota,4Runner,,Limited,Limited,Limited 4dr SUV 4WD (4.0L 6cyl 5A),45660,42006,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11845,Limited 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4525.0,6100.0,1575.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2019-4Runner-Limited Nightshade Edition-Limited Nightshade Edition 4dr SUV (4.0L 6cyl 5A),11845,22,4841,71809,2019,Toyota,4Runner,,Limited,Limited,Limited Nightshade Edition 4dr SUV (4.0L 6cyl 5A),45365,41735,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11845,Limited 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4525.0,6100.0,1575.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2019-4Runner-Limited Nightshade Edition-Limited Nightshade Edition 4dr SUV 4WD (4.0L 6cyl 5A),11845,22,4841,71809,2019,Toyota,4Runner,,Limited,Limited,Limited Nightshade Edition 4dr SUV 4WD (4.0L 6cyl 5A),47400,43606,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11845,Limited 4dr SUV (4.0L 6cyl 5A),SUV,5,190.7,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4525.0,6100.0,1575.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
2019-4Runner-SR5-SR5 4dr SUV (4.0L 6cyl 5A),11839,22,4841,71810,2019,Toyota,4Runner,,SR5,SR5,SR5 4dr SUV (4.0L 6cyl 5A),35310,32486,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11839,SR5 4dr SUV (4.0L 6cyl 5A),SUV,5,190.2,75.8,5,71.5,109.8,,,9.0,47.2,89.7,4400.0,6100.0,1700.0,5000.0,gas,regular unleaded,V6,4.0,270,5600,278.0,4400.0,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed shiftable automatic,23.0,18,17,21,391,483,,,,,,,
